KAISHA_CODE,TOSAN_FLG,URIAGE,JUGYOIN_SU,SHIHON_KIN,SOU_SHIHON,JIKO_SHIHON,SO_SHIHON_KEIJO_RIEKI_RITU,SO_SHIHON_KIGYO_SHUEKI_RITU,SO_SHIHON_ZEIBIKIMAE_RIEKI_RITU,URIAGE_EIGYO_HIYO_RITU,URIAGE_GENKA_RITU,URIAGE_HANKANHI_RITU,URIAGE_EIGYO_GAI_SHUEKI_RITU,URIAGE_EIGYO_GAI_HIYO_RITU,URIAGE_KEIJO_RIEKI_RITU,URIAGE_ZEIBIKIMAE_RIEKI_RITU,URIAGE_TOKI_RIEKI_RITU,URIAGE_KINYU_SHUSHI_RITU,URIAGE_KINRI_FUTAN_RITU,SHIHON_KIN_BAI_RITU,SO_SHIHON_KAITEN_KIKAN,KOTEI_SHISAN_KAITEN_KIKAN,YUKEI_KOTEI_SHISAN_KAITEN_KIKAN,URIKAKE_KAITEN_KIKAN,TANAOROSHI_KAITEN_KIKAN,SHOHIN_KAITEN_KIKAN,KAIIRE_SAIMU_KAITEN_KIKAN,SHIHARAI_TEGATA_KAITEN_KIKAN,KAIKAKE_KAITEN_KIKAN,GEN_YOKIN_TEMOCHI_NISSU
C01646,0,291250,7,10000,449,389,4.78,4.81,4.76,97.67,69.32,28.35,3.61,0.03,5.9,5.88,3.78,-0.03,0.03,38.93,14.81,8.5,2.37,1.55,0.43,0,1.06,0,1.06,115.82
C01650,0,71959,10,15000,88,9,-5.9,-3.86,-5.9,104.17,81.33,22.84,3.6,5.27,-5.83,-5.83,-6.04,1.58,2.02,0.64,11.86,8.66,8.6,1.73,0.46,0.17,0.68,0.35,0.33,10.31
C01664,0,232315,25,10000,231,103,-9.31,-8.25,-8.76,107.94,97.61,10.33,3.58,3.06,-7.42,-6.98,-7.01,-0.84,0.85,10.39,9.57,6.09,6.04,0.74,0.4,0,0.79,0.77,0.03,31.44
C01671,0,176144,5,35000,660,197,3.33,4.4,3.38,90.37,51.83,38.55,3.56,3.19,10,10.14,6.8,-3.18,3.19,5.63,35.98,32.75,32.66,1.15,0.01,0,0.43,0,0.43,55.57
C01676,0,99476,14,10000,202,95,-2.49,-2.01,-2.37,106.84,78.81,28.03,3.56,0.78,-4.06,-3.87,-3.94,-0.58,0.78,9.51,19.58,14.82,10.57,1.25,0.6,0.32,0.52,0.14,0.38,65.35
C01677,0,736930,65,36000,1774,420,0.24,2.83,0.23,98.1,93.19,4.9,3.56,5,0.46,0.44,0.19,-4.93,4.99,11.68,23.11,16.65,15.27,1.48,1.53,0.48,0.53,0,0.53,89.42
C01681,0,545204,15,30000,991,835,0.05,0.08,0.08,103,90.24,12.76,3.55,0.47,0.07,0.11,0.08,0.01,0.05,27.85,17.46,2.54,2.16,1.09,1.45,1.45,0.71,0,0.71,321.51
C01729,0,297456,11,40000,476,2,-3.06,-1.34,-3.1,105.14,85.73,19.41,3.46,2.25,-3.92,-3.98,-4.03,-2.19,2.2,0.06,15.39,8.67,7.8,1.22,1.6,0.59,0.46,0,0.46,96.39
C01744,0,3855152,80,30000,7671,6177,-2.27,-2.27,-3.28,106.87,77.42,29.45,3.43,0.17,-3.61,-5.22,-5.22,0.19,0,205.93,19.1,7.42,7.2,1.42,2.13,0,2.5,0,2.5,220.46
C01752,0,5767444,156,227354,7225,1852,7.74,9.4,7.66,93.99,77.41,16.57,3.42,1.67,7.76,7.68,5.08,-0.69,1.66,8.15,12.03,6.63,4.79,1.6,1.1,0.62,1.58,1.03,0.55,27.02
C01753,0,1857697,98,49500,2285,424,1.61,2.51,0.91,100.93,83.47,17.46,3.42,0.91,1.58,0.9,0.55,-0.88,0.89,8.58,11.81,4.09,3.79,1.18,2.54,0.87,2.55,2.2,0.35,32.57
C01765,0,5029489,320,98000,5844,1718,6.03,6.62,5.52,97.18,92.04,5.14,3.39,0.6,5.61,5.14,3.31,0.06,0.54,17.54,11.16,6.37,4.46,2.37,0.4,0.07,3.46,2.64,0.81,21.82
C01789,0,108523,7,15000,348,341,-23.4,-23.4,-23.4,163.39,65.44,97.95,3.36,0,-60.03,-60.03,-60.19,0.75,0,22.78,30.79,3.63,0.47,1.31,3.24,3.24,0.31,0,0.31,645.17
C01806,1,196047,18,10000,353,-71,-3.66,-1.19,-3.2,104.6,87.33,17.27,3.33,4.01,-5.28,-4.61,-4.64,-3.57,3.57,-7.14,17.31,7.02,6.74,2.58,2.15,0.79,4.28,3.66,0.56,14.75
C01840,0,405396,42,10000,550,57,2.08,4.39,0.74,98.51,87.45,11.06,3.28,2.51,2.26,0.8,0.79,-2.48,2.51,5.79,13.04,5.49,5.17,2,0.83,0.27,2.1,1.45,0.65,123.84
C01849,0,3654762,188,651000,6089,2542,2.01,2.43,2.01,99.29,83.79,15.5,3.27,1.31,2.67,2.68,2.3,-0.14,0.57,3.2,15.99,7.83,3.45,2.87,1.99,1.23,2.23,1.46,0.77,75.96
C01858,0,739230,42,10000,637,188,11.65,12.56,10.74,94.21,82.65,11.55,3.26,1.02,8.04,7.41,5.04,-0.62,0.63,18.86,8.28,5.17,2.68,0.97,0.14,0.14,0.8,0.08,0.72,39.39
C01883,0,307821,29,10000,509,22,-3.78,-1.77,-3.78,105.57,90.68,14.89,3.23,2.66,-5.01,-5.01,-5.02,-2.66,2.66,2.22,15.89,11.44,10.74,1.54,1.46,1.46,1.92,1.59,0.33,33.56
C01906,0,790004,15,24500,584,150,-24.02,-23.91,-24.76,117.37,79.84,37.53,3.21,0.07,-14.23,-14.66,-14.68,-0.06,0.07,6.16,7.11,3.11,3.01,0.84,1.11,1.11,2.37,1.53,0.84,25.28
C01914,0,9513320,87,40000,12426,5463,3.47,3.92,3.65,99.1,94.7,4.39,3.2,0.48,3.63,3.82,2.29,-0.26,0.47,136.59,12.54,4.31,3.83,1.2,1.62,0,2.28,0.24,2.03,121.51
C01953,0,1311368,81,15000,2039,1146,-0.51,-0.15,-4.48,103.32,93.89,9.43,3.13,0.45,-0.64,-5.57,-5.58,-0.25,0.45,76.43,14.93,8.35,6.44,2.02,1.9,0.89,1,0.47,0.53,51.2
C01956,0,1459351,77,30000,2822,1312,4.72,4.92,2.61,95.51,83.29,12.22,3.13,0.32,7.31,4.04,2.73,0.21,0.32,43.74,18.57,11.13,8.18,1.5,2.44,0.53,1.32,0.76,0.56,73.22
C01995,0,106879,5,3000,33,15,11.9,12.64,11.93,99.95,89.42,10.53,3.08,0.18,2.94,2.95,2.2,-0.18,0.18,5.02,2.96,0.12,0.02,0.99,0.31,0.31,0.66,0,0.66,29.86
C02126,0,1092780,59,30000,1148,260,5.36,6.09,2.81,97.8,89.34,8.46,2.92,0.61,4.51,2.36,1.18,-0.51,0.61,8.69,10.09,3.6,2.85,2.2,1.4,0.27,2.41,1.4,1,41.2
C02165,0,648024,43,96000,1874,182,1.04,1.62,0.96,97.24,87.99,9.26,2.87,3.22,2.41,2.21,1.34,-1.28,1.33,1.9,27.77,16.83,9.82,1.33,0.98,0.66,0.53,0,0.53,204.21
C02179,0,401874,14,15000,597,10,1.01,2.43,0.84,99.97,81.9,18.07,2.86,1.69,1.2,1,0.93,-1.63,1.69,0.73,14.27,5.98,5.11,1.55,1.18,0.1,2.52,2.03,0.49,127.07
C02201,0,463544,37,48000,978,344,-3.3,-2.72,-4.83,107.35,84.43,22.92,2.84,1.07,-5.58,-8.16,-6.62,-0.92,0.99,7.18,20.27,7.93,2.5,1.34,4.88,2.89,3.82,1.71,2.11,119.53
C02208,0,310098,30,44000,312,209,2.96,3.29,2.89,99.93,77.52,22.41,2.83,0.52,2.38,2.33,2.28,-0.14,0.27,4.77,9.66,5.26,4.07,1.25,0.9,0.76,0.66,0,0.66,0.12
C02219,0,370160,20,40000,621,73,-1.88,-0.63,-1.73,103.66,82.33,21.32,2.81,1.68,-2.53,-2.32,-2.36,-1.62,1.68,1.83,16.12,9.84,8.45,1.04,0.88,0.07,2.32,1.78,0.53,101.19
C02227,0,3308705,80,75000,3562,425,2.74,3.47,1.44,99.66,95.5,4.16,2.8,0.78,2.36,1.24,1.04,1.37,0.62,5.67,10.34,5.42,4.13,2.05,2.25,0.03,1.05,0.78,0.27,15.45
C02232,0,585081,54,16500,676,371,7.33,7.73,7.54,95.34,78.23,17.11,2.8,0.67,6.79,6.98,4.62,-0.36,0.36,22.54,11.1,2.29,1.38,1.21,0.88,0.04,1.64,1.64,0,125.5
C02238,0,11815810,290,95000,14836,4227,5.46,6.18,3.75,96.59,86.67,9.92,2.79,0.72,5.48,3.76,1.87,-0.24,0.72,44.5,12.05,5.61,2.48,2.07,0.65,0.51,1.94,0.67,1.28,103.26
C02248,0,2020560,45,80000,1772,205,-1,0.41,0.6,102.49,89.66,12.83,2.78,0.99,-0.7,0.42,0.42,-0.15,0.99,2.57,8.42,3.76,3.66,0.98,0.82,0.6,1.46,0.61,0.84,50.72
C02269,0,571568,63,59000,975,78,-2.1,-0.33,-4.7,102.94,85.24,17.7,2.75,2.68,-2.87,-6.42,-6.45,-0.8,2.43,1.32,16.39,3.67,2.29,1.32,6,2.36,0.42,0,0.42,22.13
C02271,0,96572,4,3000,175,-2,-5.69,-4.18,-2.81,108.31,87.89,20.43,2.75,2.68,-8.25,-4.08,-4.14,-2.17,2.19,-0.69,17.4,11.01,7.89,1.31,0.83,0,0.4,0,0.4,90.03
C02304,0,1362787,99,47801,2617,1733,1.63,1.75,1.76,100.02,89.58,10.44,2.72,0.18,2.51,2.7,1.74,0.35,0.18,25.5,18.44,12.48,7.38,1.21,0.99,0.48,1.95,1.45,0.5,57.28
C02324,0,515159,25,49800,878,227,1.58,2.89,1.49,98.35,83.67,14.68,2.71,2.2,2.15,2.03,1.97,-0.97,1.79,4.56,16.37,5.02,4.9,1.77,2.5,2.5,2.81,2.09,0.72,122.5
C02336,0,371805,8,50000,4620,4592,0.04,0.07,-0.09,100.91,34.28,66.63,2.69,1.41,0.36,-0.87,-0.94,2.2,0.31,91.85,74.75,49.02,39.42,3.11,0.17,0.04,0.2,0,0.2,28.9
C02339,0,258773,22,10000,590,183,0.81,2.25,-4.1,98.13,86.52,11.61,2.69,3.06,1.49,-7.49,-7.53,-2.6,2.61,18.31,21.91,13.51,8.39,1.49,1.53,1.05,2.07,1.35,0.72,77.27
C02376,0,185377,18,10000,275,247,10.6,10.8,9.54,89.65,61.84,27.8,2.66,0.42,12.59,11.34,6.8,-0.02,0.24,24.72,14.26,7.6,5.95,1.12,0.07,0,0.18,0,0.18,152.71
C02384,0,48824,4,3000,57,-33,-12.8,-10.92,-12.8,112.89,96.93,15.96,2.65,1.76,-12.01,-12.01,-12.14,-1.76,1.76,-11.03,11.26,7.62,6.83,1.47,0.39,0.07,0.26,0,0.26,16.2
C02403,0,216155,10,10000,138,11,5.74,7.72,5.74,98.67,69.96,28.71,2.64,1.02,2.95,2.95,2.93,-1.02,1.02,1.11,6.17,0.85,0.82,1.32,1.66,1.66,0.72,0,0.72,29.46
C02406,0,5057726,252,300000,10753,4061,4.27,4.59,4.14,94.22,81.58,12.64,2.64,1.15,7.27,7.04,4.15,0.55,0.54,13.54,20.41,11.17,7.15,0,2.33,2.33,2.03,2.03,0,120.33
C02418,0,671496,44,48000,678,66,2.4,3.5,2.17,99.8,89.19,10.6,2.62,0.89,1.94,1.76,1.72,-0.87,0.89,1.38,9.7,5.38,4.17,1.39,2,1.33,0.4,0,0.4,11.98
C02435,0,1590228,60,60000,3070,1461,2.85,3.72,2.17,95.68,70.05,25.63,2.6,2.52,4.4,3.35,3.33,-1.31,1.34,24.36,18.54,6.95,4.75,1.6,1.68,0,0.04,0,0.04,101.29
C02449,0,1905946,92,44500,1465,848,8.15,8.6,2.23,97.3,84.04,13.26,2.59,0.28,5.01,1.37,0.99,-0.23,0.28,19.06,7.38,4.38,3.87,1.13,0.43,0.03,0.77,0,0.77,25.75
C02456,0,74808,24,8000,620,-109,-20.35,-19.31,-20.02,174.2,113.27,19.58,2.58,6.87,-72.08,-75.73,-76.04,-6.87,6.87,-13.65,74.75,46.56,39.42,4.52,14.84,1.51,6.37,0,4.83,38.63
C02458,0,2425780,70,36000,5467,1665,2.31,3.16,-4.55,96.21,86.7,9.51,2.58,2.2,4.17,-8.2,-8.25,-1.1,1.53,46.28,21.64,13.13,7.27,4.44,0.56,0,1.06,0.75,0.31,66.86
C02479,0,850812,43,25000,461,27,7.38,8.85,7.38,98.73,90.73,7.99,2.56,0.63,3.2,3.2,3.18,-0.52,0.63,1.1,5.21,1.88,1.16,0.82,1.38,0.79,1.31,1.12,0.19,25.56
C02506,0,2948787,41,16000,5335,3196,6.47,6.5,6.26,92.91,84.93,7.99,2.54,0.26,9.37,9.06,5.59,1.65,0.05,199.75,17.37,5.59,2.03,3.19,1.83,1.83,4.3,0.81,3.49,108.3
C02522,0,2131673,100,70000,3044,1259,3.86,4.4,3.68,95.92,85.47,10.45,2.53,2.2,4.41,4.2,1.97,-0.61,0.61,17.99,13.71,5.66,4.49,2.13,1.78,0,0.63,0,0.63,77.56
C02542,0,451260,12,20000,820,17,-8.46,-6.89,-8.41,111.85,90,21.85,2.52,2.96,-12.3,-12.22,-11.14,-2.14,2.27,0.86,17.45,7.96,6.47,1.49,3.64,3.64,2.54,1.57,0.97,70.18
C02551,0,881789,85,180000,1023,363,-7.09,-5.95,-7.19,108.01,91.55,16.46,2.51,1.08,-6.58,-6.67,-6.76,-0.88,1.06,2.02,11.14,5.52,2.98,1.46,2.1,0,1.82,1.21,0.61,30.93
C02561,0,545920,25,85000,908,87,-6.35,-4.13,-6.35,108,92.47,15.53,2.5,2.95,-8.45,-8.45,-8.48,-2.84,2.95,1.03,15.98,10.18,8.38,0.89,3.09,2.45,2.08,1.57,0.52,39.45
C02570,0,66740,1,5000,99,54,9.77,10.2,9.77,90.34,9.27,81.07,2.49,0.51,11.64,11.64,10.14,-0.49,0.51,10.96,14.29,9.85,9.85,1.19,0.08,0,0.08,0,0.08,91.61
C02670,0,692388,15,30000,796,482,13.03,13.03,13.02,90.42,9.43,80.99,2.41,0.01,11.98,11.98,8.05,0,0,16.09,11.04,4.49,3.62,0.88,0.04,0,0.05,0,0.05,26.88
C02694,0,327500,10,10000,357,198,2.63,3,11.61,99.78,48.33,51.45,2.39,0.32,2.29,10.13,9.24,-0.31,0.32,19.9,10.47,0.73,0.72,2.02,0.8,0.8,0.28,0,0.28,132.11
C02695,0,8483946,283,100000,14220,4199,0.92,1.27,0.78,100.56,92.11,8.45,2.39,0.59,1.24,1.04,0.8,-0.31,0.46,41.99,16.09,8.09,4.53,2.2,2.27,0.58,2.7,1.04,1.66,63.33
C02757,0,1346656,51,32000,2117,1473,-6.88,-6.8,-6.87,110.48,95.87,14.62,2.34,0.51,-8.65,-8.64,-8.66,0.02,0.1,46.03,15.09,5.15,4.29,1.62,3.18,1.58,1.94,1.04,0.9,100.54
C02776,0,324524000,3699,79913000,66464,37625,-2.9,-2.04,-3.98,103.85,95.99,7.87,2.33,2.81,-4.33,-5.94,-8.1,0.47,1.29,1.68,17.91,11.53,5.6,1.33,3,3,1.37,0.18,1.2,30.18
C02785,0,390846,40,33600,406,-47,-6.26,-3.66,-6.25,105.27,93.59,11.68,2.32,2.26,-5.21,-5.21,-5.31,-2.08,2.16,-1.41,9.99,3.27,2.89,2.13,1.52,0.96,2.72,2.45,0.27,68.76
C02804,0,1196444,85,80200,1256,812,11.89,12.18,10.62,92.07,72.87,19.21,2.3,0.24,9.99,8.92,5,-0.17,0.24,10.14,10.08,3.39,2.05,1.55,0.57,0,0.44,0.09,0.35,119.06
C02808,0,298772,10,10000,562,418,1.04,1.12,1.24,99.13,88.71,10.42,2.3,1.61,1.56,1.86,0.44,-0.06,0.13,41.89,18.07,6.55,6.36,2.85,3.18,1.9,3.49,2.76,0.73,105.04
C02867,0,656992,33,60000,943,445,1.37,2.34,1.37,99.43,87.75,11.68,2.25,1.25,1.57,1.57,1.53,-1.11,1.12,7.42,13.78,2.94,2.8,2.47,6.49,6.49,1.77,0.47,1.31,34.31
C02874,0,938152,38,100000,1302,398,0.94,2.57,0.35,99.37,73.32,26.04,2.24,1.83,1.04,0.39,0.18,-1.8,1.81,3.99,13.33,6.45,6.38,1.09,3.08,0.25,1.43,0.19,1.24,54.1
C02876,0,3289035,192,100000,5233,2844,1.68,2,1.67,99.67,89.1,10.57,2.24,0.43,2.13,2.12,1.34,-0.17,0.41,27.37,15.28,6.03,4.59,2.05,0.78,0.37,1.75,1.09,0.66,155.69
C02880,0,2135861,24,48000,945,339,20.17,20.22,20.2,93.29,89.61,3.68,2.24,1.8,7.14,7.15,4.21,0.02,0.02,7.08,4.25,2.8,0.58,0.56,0.52,0.52,1.07,0.08,0.98,0.93
C02883,0,2276648,40,78000,1907,574,3.7,4.25,3.08,98.42,83.59,14.83,2.24,1.33,2.48,2.07,1.23,-0.36,0.37,7.37,8.04,0.8,0.43,1.69,2.21,2.21,2.11,0.76,1.35,44.4
C02898,0,68998,7,10000,151,37,1.21,2.77,1.21,97.36,53.69,43.67,2.22,2.73,2.13,2.13,2.13,-2.72,2.73,3.74,21.06,16.51,15.73,1.52,0.99,0,0.02,0,0.02,35.17
C02903,0,949387,33,30000,981,520,8.02,8.3,7.59,95.36,77.9,17.46,2.22,0.23,6.63,6.27,4.63,-0.01,0.23,17.34,9.92,1.7,1.61,1.2,2.21,1.43,1.54,0.83,0.71,56.86
C02910,0,4734982,730,70000,3031,730,1.96,2.09,1.96,100.83,95.52,5.31,2.21,0.37,1.01,1.01,0.49,-0.03,0.06,9.68,6.15,3.99,3.08,1.16,0.59,0,0.28,0.06,0.22,2.03
C02922,0,7941783,253,60000,9059,3632,6.38,6.66,5.09,96.13,69.15,26.98,2.21,0.26,5.82,4.65,4.64,-0.26,0.26,60.54,10.95,3.67,1.93,3.58,1.64,0.97,2.22,0.31,1.91,43.31
C02926,0,92409,5,7000,308,258,-14.61,-14.29,-14.58,140.39,5.38,109.72,2.2,0.85,-39.05,-38.97,-39.04,-0.82,0.85,36.93,32.07,23.36,12.93,0.92,0,0,0,0,0,231.88
C02931,0,963208,18,96000,1253,298,0.87,1.78,0.74,99.94,78.51,21.42,2.2,1.35,0.9,0.77,0.74,-0.73,0.95,3.11,12.49,2.23,0.74,1.26,2.29,2.29,3.33,2.79,0.53,117.51
C02934,0,5794008,160,50000,10996,2107,0.65,1.68,1.57,99.26,94.14,5.12,2.2,1.96,0.98,2.38,1,-1.5,1.57,42.16,18.22,9.71,5.38,1.82,1.63,0,2.61,1.32,1.29,141.76
C02942,0,6246567,80,100000,4343,1625,2.07,2.29,1.49,98.02,87.99,10.03,2.19,3.01,1.15,0.83,0.41,-0.09,0.12,16.25,6.68,3.94,3.83,1.24,1.04,0.21,0.57,0,0.57,0.12
C02950,0,65963,7,3000,108,17,4.85,5.59,0.36,94.8,64.22,30.58,2.18,0.98,6.4,0.48,0.27,-0.47,0.98,5.98,15.84,11.66,3.27,1.05,0.72,0,1.31,1.19,0.11,73.11
C02954,0,801429,21,32000,849,41,0.5,0.5,0.5,101.76,80.07,21.68,2.18,0.01,0.42,0.42,0.4,0,0.01,1.29,10.18,5.61,5.18,1.1,1.31,0.16,0.68,0,0.68,38.62
C02963,0,28175459,300,100000,35100,6296,3.64,5.06,3.9,97.09,90.12,6.97,2.17,1.45,3.63,3.88,2.33,0.16,1.41,69.71,11.96,7.08,4.53,1.65,0.61,0.47,0.56,0,0.56,72.03
C02973,0,283805,5,10000,355,78,0.27,1.09,0.27,101.06,80.15,20.91,2.17,0.84,0.27,0.27,0.24,-0.82,0.83,7.87,12.04,3.42,1.09,1.59,2.34,2.34,4.56,3.66,0.64,75.32
C02975,0,3909969,131,98000,6074,4187,2.66,2.83,-2.28,98.4,85.32,13.08,2.16,0.44,3.31,-2.84,-5.66,0.82,0.21,42.73,14.91,6.09,4.16,1.98,0.6,0.6,1.49,0.25,1.24,110.54
C02995,0,160772,10,10000,157,79,-13.28,-12.82,-13.28,112.21,96.96,15.24,2.15,0.36,-10.41,-10.41,-10.52,-0.29,0.36,7.92,9.41,2.34,2.06,1.68,3.98,2.67,2.7,1.95,0.75,11.42
C03000,0,961641,36,30000,857,15,0.32,1.92,0.32,100.23,91.68,8.55,2.15,1.69,0.23,0.23,0.22,-1.14,1.14,0.52,8.57,3.55,3.11,1.43,1.91,0.11,3.48,2.1,1.38,15.83
C03016,1,2764336,113,4500000,15609,-467,-22.86,-20.27,-43.06,174.2,113.27,14.72,2.14,17.07,-72.08,-75.73,-76.04,-8.88,9.25,-1.36,54.21,49.02,39.42,0.48,0.55,0.03,2.33,0,2.33,43.28
C03027,1,429727,14,12000,577,17,0.08,1.26,0.08,100.78,97.08,3.69,2.13,1.27,0.08,0.08,0.05,-1.27,1.27,1.44,12.9,5.54,4.48,1.38,5.35,0.69,2.25,1.16,1.09,6.08
C03054,0,104654400,1491,28459000,66464,37625,1.69,2.79,1.28,95.11,88.58,6.53,2.11,3.67,3.34,2.54,1.64,-1.19,2.19,1.55,23.77,17.5,8.86,1.7,1.59,0.52,3.5,1.24,2.26,15.71
C03067,0,2034708,52,48000,2689,33,1.08,2.42,0.64,99.51,88.97,10.54,2.1,1.45,1.14,0.68,0.65,-1.21,1.42,0.7,12.69,6.75,4.41,1.64,2.08,2.08,3.48,2.17,1.31,16.13
C03095,0,1495168,86,40000,3201,953,-5.44,-5.28,0.17,110.89,97.6,13.29,2.08,0.5,-9.31,0.29,0.29,0.04,0.26,23.84,20.55,13.87,2.2,3.07,0.6,0.4,1.51,0.78,0.72,86.02
C03115,0,1470840,48,20000,2788,802,0.59,1.81,0.59,98.72,91.13,7.58,2.07,2.45,0.9,0.9,0.69,-1.27,1.85,40.14,18.2,7.12,0.75,2.8,2.26,1.33,1.95,0.72,1.23,107.15
C03134,0,949530,75,36000,1541,1434,7.23,7.27,7.12,91.69,73.82,17.87,2.06,0.99,9.39,9.25,5.86,0.06,0.06,39.85,15.59,5.22,4.66,2.57,0.5,0.19,0.54,0,0.54,196.47
C03175,0,256567,7,20000,426,2,0.26,1.98,0.25,99.4,78.73,20.67,2.03,2.29,0.34,0.34,0.2,-2.18,2.29,0.11,15.96,3.85,3.83,1.41,2.6,0,2.79,2.25,0.54,185.21
C03181,0,10049812,350,448600,18737,8026,6.13,6.44,5.83,92.04,79.22,12.82,2.03,0.84,9.15,8.69,4.8,0.8,0.45,17.97,17.9,12.66,9.69,1.4,1.27,0.49,1.11,0,1.11,46.33
C03211,0,1464082,100,95000,2631,93,2.03,4.14,1.55,95.33,86.69,8.65,2.01,3.75,2.92,2.23,2.2,-2.92,3.03,0.98,17.25,9.31,2.98,2.09,3.82,2.54,2.02,1.26,0.76,13.09
C03243,0,3440876,187,307461,5643,3546,3.14,,3.4,97.37,87.18,10.2,1.99,0.49,4.13,4.46,4.27,,0,11.54,15.74,9.74,4.77,2.25,1.05,0,1.56,1.09,0.48,46.26
C03251,0,912203,25,35000,751,483,8.17,8.25,8.33,96.53,89.48,7.05,1.98,0.07,5.38,5.49,3.49,0.65,0.06,13.83,7.91,3.64,1.18,1.75,0.22,0.02,1.96,0.81,1.14,60.58
C03252,0,2209140,140,50000,4542,2507,1,1.57,0.82,99.29,89.14,10.15,1.98,1.05,1.64,1.36,0.94,-0.43,0.94,50.16,19.74,12.05,5.08,1.43,1.27,0.48,0.67,0,0.67,76.09
C03264,0,361668,18,9000,229,169,6.87,6.94,6.87,98.45,85.32,13.12,1.97,0.04,3.49,3.49,2.41,-0.03,0.04,18.84,6.1,1.62,1.04,1.54,0.49,0.25,0.52,0,0.52,61.17
C03289,0,1067976,27,22500,2394,1350,1.33,1.93,1.11,98.4,86.32,12.08,1.96,1.19,2.38,1.99,1.95,-0.79,1.09,60.01,21.53,10.29,8.51,2.15,3.75,0,2.11,1.14,0.97,28.25
C03303,0,42457600,525,13408000,58042,767,-15.52,-14,-22.36,116.85,111.14,5.72,1.96,2.08,-16.97,-24.46,-25.17,-1.16,1.66,0.07,13.12,7.41,6.35,0.75,4.27,4.27,1.77,0.29,1.48,14.68
C03308,0,502376,12,10000,1568,359,2.48,2.93,1.98,94.62,79.91,14.71,1.95,1.14,6.19,4.95,4.85,-1.14,1.14,35.93,29.98,15.59,13.56,0.99,4.36,0,5.43,0.87,4.56,56.08
C03339,0,1357818,71,25000,1428,634,6.2,6.59,6.2,94.38,60.09,34.29,1.94,2.34,5.22,5.22,3.09,-0.32,0.33,25.37,10.1,4.4,3.82,2.68,1.34,1.33,2.84,1.69,1.15,28.33
C03381,0,820577,50,50000,1496,1200,11.18,11.25,11.31,85.48,70.01,15.47,1.9,0.1,16.31,16.5,9.33,-0.1,0.1,24.01,17.51,6.66,5.02,1.88,0.61,0.32,0.62,0,0.62,232.01
C03401,0,13099755,157,80000,9577,4596,4.63,4.89,2.85,98.64,94.42,4.22,1.89,0.54,2.71,1.67,1.12,0.21,0.15,57.46,7.02,3.79,2.59,1.05,0.48,0.12,1.62,0.65,0.97,31.41
C03406,0,125222,13,10000,116,99,1.78,1.78,1.75,100.45,77.09,23.36,1.89,0.12,1.33,1.3,1.02,0.02,0,9.94,8.94,1.59,1.47,1.33,0.1,0.01,0.4,0,0.4,102.3
C03432,0,820493,55,10000,787,34,-0.3,0.96,-0.96,101.14,90.95,10.18,1.87,0.97,-0.23,-0.74,-0.75,-0.97,0.97,3.41,9.21,3.84,3.75,1.17,0.88,0.62,2.52,1.55,0.97,70.55
C03437,0,17928232,1938,359500,19243,8902,3.55,3.81,3.93,98.34,93.75,4.59,1.87,0.48,3.05,3.38,1.51,,0.22,24.09,10.3,5.69,4.67,2.14,0.68,0,0.25,0.11,0.14,37.71
C03446,0,576478,80,20000,96,-41,-48.24,-47.87,-48.24,108.24,81.57,26.67,1.86,0.05,-6.43,-6.43,-6.46,-0.05,0.05,-2.07,1.94,0.04,0.04,1.16,0,0,0.42,0.42,0,10.8
C03464,0,1239191,91,95000,1677,233,0.76,2.7,0.76,98.93,86.18,12.75,1.85,2.09,0.83,0.82,0.8,-2.09,2.09,2.46,12.99,4.78,4.44,2.29,2.69,1.68,1,0,1,83.37
C03490,0,3627338,100,52500,4824,2829,4,4.23,3.53,97.26,87.53,9.73,1.84,0.32,4.26,3.76,2.43,-0.19,0.24,53.9,12.77,2.55,2.37,1.73,2.87,1.34,2.91,1.94,0.97,78.81
C03503,0,281163,30,20000,207,87,3.76,4.83,0.31,98.97,83.71,15.25,1.83,0.63,2.23,0.18,0.09,-0.63,0.63,4.38,7.1,4.06,3.26,1.53,0.69,0,0.68,0,0.68,8.12
C03549,0,718824,50,15000,734,11,-1.3,0.98,-1.3,101.01,69.84,31.17,1.81,1.86,-1.06,-1.06,-1.11,-1.85,1.86,0.8,9.81,5.49,5.03,1.7,1.28,1.28,2.06,0.86,1.2,29.63
C03556,0,199467,15,10000,355,-20,0.87,2.52,0.89,98.2,76.92,21.28,1.8,2.36,1.24,1.28,1.28,-2.35,2.36,-2.04,17.13,14.41,14.27,1.21,0.29,0,0.76,0,0.76,33.13
C03573,0,341181,20,100000,263,108,2.43,5.35,-0.55,98.24,88.5,9.74,1.79,2.05,1.5,-0.34,-0.44,-1.81,1.81,1.08,7.4,5.57,4.84,0.33,1.33,0.35,0.53,0,0.53,1.98
C03610,0,3555628,118,96000,5124,2861,1.27,1.63,0.48,99.82,90.95,8.87,1.78,0.5,1.46,0.55,0.45,-0.06,0.42,29.8,13.83,6.42,1.64,2.74,1.63,0.98,0.95,0,0.95,58.93
C03634,0,307416,5,10000,166,72,1.7,1.75,3.01,101.01,86.73,14.28,1.76,0.02,0.74,1.3,1.06,-0.02,0.02,7.24,5.19,2.13,0.73,0.75,0.18,0,0.86,0,0.86,62.47
