KAISHA_CODE,TOSAN_FLG,URIAGE,JUGYOIN_SU,SHIHON_KIN,SOU_SHIHON,JIKO_SHIHON,SO_SHIHON_KEIJO_RIEKI_RITU,SO_SHIHON_KIGYO_SHUEKI_RITU,SO_SHIHON_ZEIBIKIMAE_RIEKI_RITU,URIAGE_EIGYO_HIYO_RITU,URIAGE_GENKA_RITU,URIAGE_HANKANHI_RITU,URIAGE_EIGYO_GAI_SHUEKI_RITU,URIAGE_EIGYO_GAI_HIYO_RITU,URIAGE_KEIJO_RIEKI_RITU,URIAGE_ZEIBIKIMAE_RIEKI_RITU,URIAGE_TOKI_RIEKI_RITU,URIAGE_KINYU_SHUSHI_RITU,URIAGE_KINRI_FUTAN_RITU,SHIHON_KIN_BAI_RITU,SO_SHIHON_KAITEN_KIKAN,KOTEI_SHISAN_KAITEN_KIKAN,YUKEI_KOTEI_SHISAN_KAITEN_KIKAN,URIKAKE_KAITEN_KIKAN,TANAOROSHI_KAITEN_KIKAN,SHOHIN_KAITEN_KIKAN,KAIIRE_SAIMU_KAITEN_KIKAN,SHIHARAI_TEGATA_KAITEN_KIKAN,KAIKAKE_KAITEN_KIKAN,GEN_YOKIN_TEMOCHI_NISSU
C08240,0,1285937,60,10000,10426,2278,0.72,1.44,0.44,90.42,39.48,50.93,0.51,5.4,4.69,2.85,1.72,-4.65,4.67,227.83,74.75,49.02,39.42,2.16,6.62,1.41,0.29,0,0.29,320.25
C08244,0,4191309,120,100000,2876,738,0.58,0.9,1.05,99.97,96.3,3.66,0.51,0.22,0.32,0.57,0.43,0.03,0.17,7.38,6.59,2.05,1.18,1.93,0.56,0.04,1.63,0.21,1.42,33.77
C08249,0,1844786,102,40000,1991,1202,1.59,1.65,1.62,99.07,93.24,5.82,0.51,0.06,1.38,1.4,1.38,0,0.05,30.05,10.36,4.09,3.77,0.65,0.69,0.01,2.96,1.5,1.46,66.02
C08260,0,93127,2,10000,23,-11,23.89,29.91,23.83,94.35,80.68,13.66,0.51,1.28,4.88,4.87,3.31,-1.21,1.23,-1.11,2.45,0.38,0.01,0.34,0.08,0.06,0.04,0,0.04,32.64
C08261,0,44396,0,3000,13,-14,-52.13,-50.53,-55.12,128.42,86.21,42.22,0.51,0.09,-28.01,-28.01,-28.13,-0.09,0.09,-4.73,2.89,1.6,1.57,0.66,0.24,0.09,3.21,0,3.21,0.95
C08276,0,307039,18,10000,178,126,10.6,10.6,10.61,95.56,53.71,41.85,0.5,0,4.94,4.95,3.59,0,0,12.61,5.59,0.52,0.06,0.71,0.24,0,0.84,0,0.84,121.67
C08287,0,2315024,29,180000,2395,596,1,2.14,0.82,96.9,82.64,14.26,0.5,2.77,0.82,0.68,0.37,-0.95,0.95,3.31,9.93,4.84,2.81,3.2,0.17,0.16,1.67,1.48,0.19,23.61
C08300,0,2289742,50,10000,1225,239,2.34,3.27,2.7,99.1,91.02,8.07,0.5,0.4,1,1.16,0.65,-0.4,0.4,23.96,5.14,1.98,1.51,1.07,0.23,0.21,2.72,1.89,0.83,36.04
C08313,0,1412375,61,10000,1407,134,0.14,1.56,0.31,97.69,87.23,10.46,0.5,2.7,0.11,0.25,0.24,-1.11,1.13,13.49,9.57,2.42,0.44,2.19,2.15,0.31,1.69,1.06,0.63,68.65
C08319,0,1885467,60,72000,2612,1792,9.29,9.45,6.58,89.95,64.28,25.67,0.5,0.25,10.3,7.29,2.12,0.05,0.17,24.9,13.3,4.91,3.92,1.45,0.66,0.28,0.52,0,0.52,87.44
C08329,0,4142476,114,60000,6143,1201,5.37,5.55,4.8,93.92,69.05,24.87,0.5,0.21,6.37,5.69,3.31,-0.2,0.21,20.03,14.24,3.14,2.88,1.68,3.99,0.98,4.66,3.66,0.81,110.67
C08348,0,34127,32,30000,558,-175,-52.13,-50.53,-55.12,174.2,113.27,109.72,0.49,17.07,-72.08,-75.73,-76.04,-8.88,9.25,-5.84,74.75,1.04,0,1.83,14.84,9.7,6.37,0,4.83,645.17
C08352,0,147468,14,30000,304,88,-2.72,-1.49,-2.72,102.95,74.7,28.25,0.49,2.03,-4.49,-4.49,-4.59,-2.03,2.03,2.94,19.81,13.13,13.11,2.36,1.76,0.2,2.26,1.38,0.88,48.94
C08360,0,3381991,193,921100,6312,3685,4.9,5.19,4.57,92.59,75.73,16.86,0.49,0.58,7.32,6.82,4.52,-0.21,0.43,3.97,17.92,6.99,4.76,4.38,1.99,0.37,1.84,1.14,0.71,113.25
C08377,0,914868,10,20000,684,98,1.43,2.44,1.31,99.03,70.75,28.28,0.49,0.6,0.86,0.78,0.78,-0.58,0.6,4.93,7.18,2.5,1.78,1.2,1.31,1.31,2,0.94,1.05,47.05
C08391,0,4551560,163,130000,6419,1660,8.6,9.41,7.33,89.77,75.62,14.14,0.49,1.01,9.71,8.27,5.02,-0.85,0.91,12.68,13.54,3.51,2.82,2.84,1.41,0.42,2.41,1.1,1.31,147.41
C08395,0,563107,20,20000,560,119,0.88,1.35,0.83,99.23,81.54,17.69,0.49,0.55,0.7,0.66,0.35,-0.19,0.37,5.96,9.56,0.87,0.19,1.19,0.69,0,2.74,2.18,0.56,93.02
C08407,0,246571,12,10000,135,21,0.42,1.19,0.23,99.96,59.41,40.56,0.49,0.34,0.18,0.1,0.03,-0.34,0.34,2.18,5.28,1.79,0.76,0.97,0.8,0.8,0.37,0,0.37,42.2
C08425,0,1461789,97,39000,1450,235,2.14,3.74,2.19,97.21,82.08,15.13,0.48,1.57,1.7,1.73,1.4,-1.06,1.27,6.05,9.52,4.02,2.88,2.67,1.1,0.66,1.05,0.14,0.9,36.19
C08442,0,467504,20,10000,504,161,0.31,1.24,0.2,99.41,77,22.41,0.48,0.8,0.26,0.17,0.11,-0.76,0.8,16.15,10.35,7.12,6.61,1.7,0.91,0.32,0.9,0,0.9,8.17
C08457,0,1354476,48,10000,1234,392,4.11,5.14,2.04,96.74,79.55,17.19,0.48,0.75,3,1.49,0.75,-0.54,0.75,39.29,8.75,1.74,0.66,0.71,0.41,0,1.65,0.65,1,94.58
C08465,0,2889231,235,60000,1520,703,24.43,24.54,24.37,89.99,84.77,5.23,0.48,0.2,10.29,10.26,5.96,-0.04,0.05,11.72,5.05,1.03,0.86,1.34,0.36,0.36,1.62,0.98,0.64,7.69
C08467,0,2132840,81,240000,4835,4170,-0.52,-0.52,0.73,101.13,89.5,11.63,0.48,0.29,-0.94,1.32,1.33,0.27,0,17.19,21.77,7.49,6.25,1.3,2.47,1.07,1.7,1.16,0.54,235.57
C08468,0,681320,34,40000,572,475,7.22,7.32,5.48,95.36,75.9,19.46,0.48,0.27,4.85,3.68,3.66,0.04,0.07,11.88,8.06,0.54,0.28,1.66,2.13,2.13,0.18,0,0.18,23.97
C08469,0,179259,17,45000,271,23,-0.34,1.28,-6.96,98.41,81.91,16.5,0.48,2.48,-0.41,-8.42,-8.5,-1.91,1.96,0.51,14.52,8.67,8.42,2.31,1.79,1.37,1.03,0,1.03,46.54
C08480,0,1890578,91,54000,2548,1733,7.52,7.59,7.52,92.29,82.22,10.07,0.47,0.07,8.11,8.11,7.81,-0.06,0.07,32.11,12.94,3.36,3.06,5.68,1.44,0,2.91,1.97,0.94,57.03
C08488,0,92740,9,10000,52,6,-20.81,-20.14,-20.25,109.59,87.56,22.02,0.47,0.35,-9.46,-9.21,-9.27,-0.3,0.3,0.65,5.46,0.39,0.22,1.12,3.14,0.51,0.74,0,0.74,11.96
C08500,0,51369,3,12000,59,22,1.67,1.91,1.67,98.61,79.38,19.23,0.47,0.31,1.55,1.55,1.23,-0.22,0.23,1.87,11.18,3.41,3.03,2.1,0.02,0,1.81,0.85,0.96,118.56
C08512,0,282004,21,30000,388,239,9.58,9.76,9.77,88.59,33.28,55.3,0.47,1.32,10.56,10.77,7.39,-0.13,0.2,7.98,13.23,3.42,2.24,1.24,0.56,0,0.93,0.12,0.81,226.07
C08513,0,448710,20,20000,436,55,0.95,2.88,1.19,98.23,85.09,13.14,0.47,1.51,0.74,0.93,0.55,-1.5,1.51,2.75,9.34,6.18,5.57,1.67,0.92,0,1.78,0,1.78,15.48
C08514,0,230650,16,10000,379,203,3.41,3.93,3.41,95.09,72.45,22.64,0.47,0.9,4.49,4.49,4.45,-0.55,0.69,20.39,15.79,4.81,3.42,0.7,0.15,0,1.7,1.67,0.03,275.64
C08520,0,99308,1,8000,66,8,1.66,3.69,1.66,98.05,80.69,17.37,0.46,1.52,0.89,0.89,0.61,-1.09,1.09,1.1,6.44,0.21,0.04,0.91,0.26,0.09,0.33,0,0.33,151.38
C08522,0,823635,95,73500,631,252,6.17,6.83,6.16,96.27,90.73,5.54,0.46,0.41,3.78,3.78,2.36,-0.41,0.41,3.44,7.36,2.86,2.6,1.74,1.24,0,0.88,0,0.88,14.41
C08530,0,485529,26,175000,425,-467,0.23,6.73,-0.01,95.74,68.88,26.87,0.46,4.56,0.16,-0.01,-0.31,-4.56,4.56,-6.97,8.41,3.72,0.18,1.34,1.47,1.47,1.12,0.24,0.89,4.71
C08535,0,276966,19,22500,791,735,-0.25,-0.24,-0.15,101.02,74.01,27.01,0.46,0.02,-0.58,-0.35,-0.48,0.03,0.02,32.71,27.44,6.84,5.99,2.5,1.63,0,1.22,1.13,0.1,440.04
C08576,0,431467,27,70000,262,-13,11.49,13.32,11.49,92.88,83.88,9,0.46,1.98,5.59,5.59,5.56,-0.63,0.89,-0.19,5.84,1.73,0.27,1.14,0.28,0,2.33,1.73,0.6,62.24
C08577,0,1873837,84,120000,2404,1363,7.25,7.25,7.25,92.91,76.11,16.8,0.46,0.11,7.44,7.44,4.54,0.23,0,11.36,12.32,3.85,2.63,4.27,2.03,0.11,2.58,1.53,1.04,48.96
C08579,0,225833,15,10000,276,26,1.23,3,1.13,97.51,84.74,12.77,0.46,1.74,1.21,1.11,1.07,-1.63,1.74,2.6,11.77,3.98,2.93,1.4,2.26,0,2.79,2.48,0.31,82.77
C08582,0,2824,0,3000,8,-1,-52.13,-50.53,-55.12,136.36,25.14,109.72,0.45,0.32,-36.22,-36.22,-38.23,-0.31,0.32,-0.58,2.36,0.34,0.34,0.73,0,0,0,0,0,37.82
C08600,0,207305,6,10000,200,168,20.18,20.18,14.06,84.85,64.41,20.43,0.45,0,15.6,10.87,6.87,0.39,0,16.83,9.28,2.78,0.57,0.47,1.2,0,0.63,0,0.63,146.94
C08615,0,172431,5,8000,102,25,5.93,6.47,6.02,97.38,75.86,21.51,0.45,0.26,2.82,2.86,2.11,-0.25,0.26,3.19,5.7,1.83,1.55,1.24,1.01,0.4,0.44,0,0.44,41.61
C08637,0,90267,2,3000,63,30,-1.12,-0.03,-1.12,100.46,81.25,19.21,0.44,0.62,-0.63,-0.63,-1.69,-0.61,0.62,10.1,6.76,0.19,0.16,1.44,0.71,0,0.54,0,0.54,79.6
C08658,0,34906400,900,1000000,39548,1042,4.2,4.99,0.81,94.09,91.91,2.18,0.44,2.55,3.8,0.74,1.1,-0.72,0.72,1.04,10.88,6.81,6.7,2.45,1.58,0.03,1.3,0,1.3,0.12
C08660,0,3679329,111,553241,3519,2806,9.71,9.71,9.37,92.74,58.19,34.55,0.44,0.26,7.43,7.17,6.3,0.29,0,5.09,9.18,3.21,0.14,2.54,0.98,0.74,0.7,0,0.7,39.29
C08671,0,588340,30,20000,649,284,2.73,3.45,2.71,97.24,83.15,14.09,0.44,0.79,2.41,2.39,2.36,-0.24,0.64,14.25,10.59,3.23,1.42,2.59,2.01,0,3.51,2.41,1.11,65.2
C08708,0,1003400,45,50000,318,-324,5.52,7.78,5.47,98.46,95.79,2.67,0.43,0.57,1.4,1.39,1.37,-0.57,0.57,-6.49,3.05,0.47,0.4,1.35,1.15,0.12,0.72,0,0.72,0.78
C08719,0,250656,14,20000,244,20,2.36,3.83,2.36,97.44,78.94,18.5,0.43,1.15,1.84,1.84,1.71,-1.14,1.15,1.01,9.36,2.37,1.87,1.29,4.35,0,0.95,0,0.95,32.07
C08721,0,655691,44,100000,887,105,1.46,3.21,1.45,96.48,59.3,37.18,0.43,2.37,1.58,1.57,1.46,-1.84,1.89,1.02,13,2.6,0.73,4.07,3.65,1.47,1.5,0,1.5,67.96
C08723,0,1214396,27,30000,630,165,5.13,5.75,5.3,98.02,84.9,13.12,0.43,0.28,2.13,2.2,1.61,-0.21,0.26,5.52,4.98,1.23,0.92,1.49,0.84,0.51,0.74,0,0.74,26.47
C08726,0,796033,34,299000,610,149,4.89,5.11,4.89,97.1,84.2,12.9,0.43,0.33,3,3,2.64,-0.13,0.13,0.5,7.37,2.56,2.53,1.24,2.74,0.03,0.9,0,0.9,24.43
C08745,0,375875,51,10000,653,236,1.05,1.26,1.05,98.17,83.08,15.09,0.43,0.79,1.47,1.47,1.02,-0.29,0.29,23.61,16.68,14.07,12.47,1.19,0.27,0,0.7,0,0.7,25.98
C08772,0,1617020,51,50000,1028,289,11.51,12.29,7.62,94.17,88.9,5.27,0.43,0.4,5.86,3.88,3.56,-0.4,0.4,5.79,6.11,2.7,2.57,1.31,1.25,0,0.43,0,0.43,12.64
C08786,0,135629,10,10000,94,22,4.63,6.9,5.38,96.52,59.52,37,0.43,1.32,2.59,3.01,2.17,-1.26,1.27,2.22,6.72,0.55,0.28,2.01,1.42,1.42,1.03,0,1.03,67.13
C08799,0,167121,7,10000,81,-9,3.18,3.84,3.18,98.8,62.69,36.1,0.42,0.38,1.23,1.23,1.2,-0.26,0.26,-0.96,4.66,0.49,0.39,2.26,0.37,0,1.53,0,1.53,46.35
C08810,0,138721,17,1000,32,3,8.76,8.76,9.04,98.71,77.31,21.41,0.42,0.04,1.66,1.72,1.24,,0,3.64,2.28,0.22,0.13,1.3,0.11,0.11,1.3,0,1.3,17.27
C08813,0,425274,29,10000,260,90,16.5,17.34,16.5,91.91,81.15,10.76,0.42,0.41,8.1,8.1,5.38,-0.41,0.41,9.09,5.89,1.91,1.62,1.95,0.46,0,1.54,0,1.54,42.68
C08821,1,772749,26,60000,327,-467,-2.9,5.24,-3.01,98.44,91.01,7.43,0.42,2.97,-0.99,-1.02,-1.04,-2.76,2.76,-12.42,4.07,1.48,1.41,1.32,0.95,0.25,3.68,1.09,2.59,0.55
C08869,0,299301,30,14000,232,161,8.23,9.01,8.23,94.8,79.29,15.51,0.41,0.49,5.12,5.12,5.02,-0.46,0.49,11.56,7.47,1.45,0.89,1.62,0,0,0.41,0,0.41,125.81
C08891,0,1169155,195,44000,1544,1191,11.17,11.17,11.67,88.6,79.81,8.79,0.41,0,11.8,12.34,8.15,0.07,0,27.13,12.68,4.47,3.05,1.1,0.35,0.06,0.28,0,0.28,200.12
C08916,0,1408672,29,10000,660,64,0.46,1.92,0.44,99.69,83.8,15.89,0.41,0.55,0.17,0.17,0.15,-0.55,0.55,6.48,4.5,1.25,1.02,1.13,1.07,0,1.52,0.14,1.37,20.36
C08923,0,2392843,121,100000,2003,207,4.82,7.04,0.3,95.14,73.98,21.17,0.41,2.04,3.23,0.2,0.03,-1.29,1.49,2.07,8.04,0.67,0.36,2.18,1.09,0.76,2.67,1.74,0.92,23.42
C08926,0,817270,55,30000,1647,259,3.05,4.67,1.08,92.56,74.15,18.41,0.41,2.92,4.93,1.75,1.11,-2.61,2.61,8.63,19.36,11.71,11.47,2.26,2.1,0.35,2.6,2.1,0.5,43.54
C08938,0,177376,11,50000,187,106,3.94,4.3,5.68,96.46,67.14,29.32,0.4,0.6,3.33,4.81,4.73,-0.31,0.31,2.13,10.16,1.76,0.69,2.21,1.38,0.29,1.37,0.84,0.53,142.7
C08946,0,1791036,82,99665,1818,915,1.48,1.77,2.12,98.96,90.69,8.27,0.4,0.24,1.2,1.72,1.19,-0.17,0.24,2.06,9.75,5.29,4.56,1.11,0.7,0.08,1.91,0.43,1.48,30.33
C08964,0,291967,25,10000,332,48,1.46,2.37,1.46,98.24,56.96,41.28,0.4,0.83,1.33,1.33,1.27,-0.83,0.83,4.83,10.94,5.55,5.55,1.84,0.22,0,2.78,2.34,0.44,77.89
C08975,0,15379366,183,80000,6074,1126,1.4,1.43,1.38,99.79,98.92,1.34,0.4,0.17,0.44,0.44,0.26,0,0.01,13.53,3.79,0.36,0.29,1.3,0.45,0,2.54,0.13,2.41,34.32
C08991,0,87728,6,3000,58,-54,-23.36,-18.15,-23.44,110.11,89.7,20.42,0.4,2.8,-12.51,-12.55,-12.62,-2.79,2.79,-18.2,6.43,0.81,0.66,1.9,1.94,0,5.44,3.38,2.06,4.16
C08992,0,455776,43,48800,470,42,3.58,4.07,3.55,97.04,81.91,15.13,0.4,0.41,2.95,2.94,2.19,-0.41,0.41,0.88,9.91,7.21,7.19,1.01,0.61,0.16,2.69,2.03,0.66,24.53
C09020,0,129356,5,10000,88,-29,13.37,14.68,13.37,92.38,60.87,31.51,0.39,0.72,7.29,7.29,7.24,-0.71,0.71,-2.97,6.54,2.89,2.8,2.27,0.3,0.15,1,0,1,4.45
C09029,0,665292,70,73000,434,76,7.4,9.48,7.4,95.43,71.79,23.64,0.39,1.09,3.87,3.87,3.79,-1.01,1.09,1.02,6.27,1.56,0.17,0.72,1.59,0.06,1.09,0.75,0.34,23.3
C09051,0,137612,5,3000,114,-47,0.09,1.96,0.21,98.22,64.29,33.94,0.39,2.1,0.06,0.14,0.1,-1.14,1.24,-15.73,7.98,2.14,0.72,0.3,1.09,0,3.65,3.5,0.15,100.16
C09070,0,4522594,67,24000,3987,3268,7.63,7.63,7.15,94.36,87.75,6.61,0.39,0.66,5.38,5.05,2.83,0.06,0,136.29,8.46,1.22,1.02,1.34,0.98,0.43,1.04,0,1.04,5.09
C09074,0,1552789,80,36000,1728,1275,7.89,7.89,7.6,93.36,64.59,28.78,0.39,0,7.02,6.77,3.9,0.31,0,35.42,10.68,0.57,0.1,2.86,0.84,0,0.84,0.19,0.65,159.7
C09079,0,265081,33,30000,327,87,-0.19,0.9,-0.19,99.41,60.3,39.12,0.39,1.16,-0.18,-0.18,-0.33,-1.03,1.07,2.92,11.86,2.23,1.29,1.51,2.53,0.23,1.63,0.93,0.71,83.25
C09090,0,229516,9,20000,162,54,1.93,2.96,1.93,98.71,90.1,8.62,0.38,0.58,1.09,1.09,1,-0.47,0.58,2.73,6.79,2.55,2.32,2.81,0.03,0,1.84,0,1.84,41.69
C09097,0,775244,17,10000,205,71,19.54,20.48,16.08,96,86.09,9.91,0.38,0.23,4.15,3.41,2.41,-0.2,0.2,7.13,2.55,0.94,0.61,0.51,0.26,0,0.39,0,0.39,20.67
C09145,0,673251,37,14500,652,144,1.56,2.56,1.42,98.3,63.03,35.27,0.38,0.88,1.21,1.1,0.91,-0.78,0.78,9.99,9.3,4.78,4.4,1.64,0.53,0.2,2.5,1.66,0.84,45.34
C09161,0,2014573,93,76200,1806,394,0.85,2.03,0.31,98.63,92.88,5.75,0.37,1.13,0.61,0.22,0.17,-0.85,0.85,5.18,8.61,3.68,3.51,0.63,3.27,0.05,0.69,0.01,0.68,11.53
C09163,0,47966,5,10000,30,-40,3.84,8.81,-3.48,95.86,5.38,95.86,0.37,2.55,1.97,-1.78,-1.9,-2.55,2.55,-4.01,6.14,1.98,1.24,3.04,0,0,0,0,0,17.89
C09198,0,50769,2,500,27,4,9.61,9.93,9.61,95.83,64.66,31.17,0.37,0.43,4.11,4.11,2.98,-0.13,0.13,9.27,5.13,0.43,0.35,1.24,0.99,0.99,2.46,1.17,1.29,15.46
C09208,0,378703,5,3000,272,32,0.64,1.72,0.64,99.37,82.83,16.55,0.37,0.62,0.37,0.37,0.28,-0.62,0.62,10.92,6.92,3.5,3.46,0,1.08,0,0,0,0,29.2
C09216,0,1107489,58,40000,1117,628,2.44,2.73,1.34,98.13,87.4,10.73,0.37,0.28,1.97,1.08,0.5,-0.08,0.23,15.72,9.68,1.55,0.46,4.39,1.39,0,1.8,1,0.79,50.19
C09221,0,1248717,81,456785,1332,366,6.96,7.88,5.2,93.24,74.11,19.13,0.37,1.19,5.94,4.44,5.43,-0.78,0.78,0.8,10.24,1.47,1.23,2.61,3.89,0.45,0.31,0,0.31,58.79
C09237,0,5310619,629,50000,2749,538,3.97,3.97,4.42,98.65,88.01,10.64,0.36,0.06,1.64,1.83,1.4,0.05,0,10.77,4.97,0.69,0.55,0.98,0.52,0,0.72,0,0.72,1.47
C09256,0,548242,17,30000,323,231,2.98,2.98,2.16,98.96,94.09,4.86,0.36,0,1.41,1.02,1.02,0.32,0,7.91,5.66,0.64,0.05,2.21,1.53,0,0.98,0,0.98,1.53
C09262,0,507901,46,23500,839,764,13,13,13.78,82.95,27.41,55.55,0.36,0.22,17.18,18.21,11.29,0.02,0,32.54,15.86,3.28,2.82,0.75,1.14,1.14,0.43,0,0.43,323.95
C09268,0,2427773,30,10000,2426,189,0.62,2.04,0.62,98.62,82.23,16.39,0.36,1.24,0.49,0.49,0.36,-0.96,1.14,18.97,9.59,2.8,1.32,2.32,1.77,1.77,1.9,0,1.9,65.28
C09292,0,172860,17,10000,190,19,-12.07,-10.73,-11.89,109.81,57.15,52.66,0.36,1.17,-10.62,-10.46,-10.5,-0.97,1.17,1.91,10.56,6.54,4.66,1.22,1.7,0.51,0.22,0.03,0.19,29.22
C09296,0,238421,100,16500,102,49,3.38,3.63,3.38,99.11,6.99,92.12,0.36,0.09,1.16,1.16,1.16,-0.04,0.09,2.97,4.11,0.65,0.4,0,0,0,0,0,0,46.83
C09307,0,5677600,500,490000,3085,74,5.09,5.22,5.09,98,93.29,4.71,0.35,0.13,2.21,2.21,-0.23,-0.06,0.06,0.15,5.22,1.81,0.91,1.78,0.82,0,1.5,0.01,1.49,1.39
C09322,0,376916,110,20000,193,89,8.44,8.92,8.42,96.65,96.65,1.34,0.35,0.23,3.47,3.46,2.99,-0.2,0.2,4.48,4.94,1.88,1.25,0.79,0.36,0,0.42,0,0.42,28.76
C09338,0,7592,0,3000,8,-29,-24.87,-24.87,-24.7,110.87,26.27,84.6,0.35,0.2,-10.75,-10.67,-11.4,0.03,0,-9.76,5.19,1.73,1.55,0.68,0.21,0,0.25,0,0.25,58.46
C09340,0,833788,72,20000,724,495,17.8,17.82,15.54,87.97,71.62,16.35,0.35,0.01,12.37,10.8,6.96,0.01,0.01,24.78,8.34,1.95,0.85,0.95,1.28,0,1.21,0.36,0.85,61.87
C09344,0,848768,56,20000,872,123,0.09,1.38,0.07,97.04,85.24,11.8,0.35,3.24,0.07,0.06,0.01,-0.99,1.06,6.17,9.87,2.83,2.11,1.42,1.65,1.65,1.16,0.5,0.67,38.94
C09355,0,881165,33,40000,878,332,13.49,13.49,14.13,88.66,68.04,20.62,0.35,0.93,10.76,11.27,10.49,0.02,0,8.31,9.57,0.1,0.06,6.41,0.52,0,4.51,2.58,1.93,0.12
C09362,0,732836,26,10150,467,58,20.09,21.67,16.97,89.3,81.89,7.41,0.35,0.8,10.24,8.65,4.43,-0.8,0.8,5.8,6.12,0.92,0.31,0.22,1.55,0,2,1.04,0.95,93.16
C09395,1,3325940,28,10000,1668,421,26.83,27.94,23.69,89.08,79.95,9.12,0.34,0.49,10.77,9.51,5.47,-0.44,0.44,42.13,4.82,0.9,0.74,2.78,0.18,0.18,0.35,0,0.35,23.98
C09402,0,174200,6,10000,154,-131,4.12,8.7,16.21,93.53,84.35,9.18,0.34,3.9,2.91,11.46,11.41,-3.02,3.24,-13.11,8.49,3.97,3.12,1.39,0.72,0,1.79,0.57,1.22,60.73
C09412,0,177214,8,10000,169,49,0.12,0.83,0.68,99.54,79.48,20.05,0.34,0.71,0.09,0.52,0.48,-0.44,0.54,4.97,9.17,3.23,1.42,1.29,0.64,0.04,2.56,2.08,0.48,36.6
C09415,0,260742,12,30000,138,-467,-0.4,0.75,2.88,98.02,76.49,21.54,0.34,2.48,-0.17,1.23,1.17,-0.49,0.49,-16.22,5.12,0.72,0.7,1.41,0.44,0.05,1.46,0.68,0.77,52.56
C09420,0,475931,26,47520,853,122,0.75,1.91,2.31,97.31,79.36,17.95,0.34,1.96,1.07,3.32,2.25,-1.51,1.67,2.58,17.22,1.3,0.62,3.62,1.38,0,0.75,0,0.75,256.36
C09430,0,5151404,45,40000,4412,851,3.16,3.56,2.14,97.9,91.34,6.56,0.34,0.27,2.16,1.47,0.75,-0.11,0.27,21.29,8.22,1.39,0.95,3.27,0.75,0.29,3.13,2.1,1.03,54.9
C09433,0,93353,0,10000,111,8,0.25,2.61,0.25,97.84,76.34,21.51,0.34,2.26,0.24,0.24,0.18,-1.92,2.26,0.83,11.49,1.65,0.11,1.46,2.93,2.93,1.8,0.87,0.93,113.83
C09450,0,778494,100,80000,1191,169,8.31,9.33,6.36,88.92,61.96,26.96,0.34,1.24,10.18,7.78,4.99,-1.24,1.24,2.12,14.69,9.01,8.66,1.98,0.38,0,0.31,0,0.31,80.75
C09470,0,166772,13,10000,124,56,2.14,3.15,2.14,98.41,72.57,25.84,0.33,0.64,1.28,1.28,0.6,-0.57,0.6,5.64,7.15,2.97,0.62,1.06,0.27,0,0.46,0,0.46,80.85
C09499,0,256492,7,197975,643,388,0.75,1,0.75,98.3,42.11,56.2,0.33,0.52,1.51,1.51,0.72,-0.33,0.5,1.96,24.07,6.07,5.4,1.87,0.16,0,0.85,0,0.85,473.08
C09500,0,788080,46,10000,906,388,8.49,8.94,8.71,92.11,68.12,23.99,0.33,0.42,7.81,8.01,4.39,-0.39,0.42,38.81,11.04,2.99,2.6,1.68,0.54,0.18,1.52,1.13,0.39,155.42
C09512,0,2523632,151,89000,3080,1303,0.6,0.99,0.4,99.34,77.73,21.61,0.33,0.4,0.58,0.39,-0.2,-0.37,0.39,14.7,11.72,4.42,2.69,5.03,2.01,0.47,1.88,1.06,0.81,5.22
C09524,0,195528,9,20000,124,61,1.36,1.45,1.31,99.55,75.81,23.75,0.33,0.08,0.69,0.67,0.42,-0.04,0.05,3.07,6.13,0.87,0.64,0.92,0.03,0.03,2.02,1.13,0.89,124.95
C09539,0,23483,3,81686,118,4,-52.13,-50.53,-55.12,174.2,46.93,109.72,0.33,10.1,-72.08,-75.73,-76.04,-4.15,4.44,0.05,48.39,34.3,8.43,8.76,4.11,4.11,3.01,0,3.01,74.66
C09553,0,173832,12,10000,148,101,3.69,4.23,3.69,97.44,68.41,29.03,0.32,0.37,2.51,2.51,2.25,-0.36,0.37,10.11,8.18,1.32,0.14,0.6,0.13,0,0,0,0,186.11
C09560,0,70435,5,3000,84,-21,5.46,9.67,4.02,90.84,76.77,14.08,0.32,4.23,5.25,3.86,3.7,-4.04,4.05,-7.15,11.54,5.43,4.6,1.98,2.25,0.58,0.26,0,0.26,7.49
C09572,0,1858359,46,10000,2556,1439,-3.14,-3.03,-3.04,103.65,91.46,12.19,0.32,0.12,-3.45,-3.35,-3.35,-0.11,0.12,143.93,13.21,5.9,5.81,3.12,0.91,0.39,4.89,2.34,2.55,79.39
C09579,0,4176452,145,250000,4891,2885,15.43,15.43,15.45,85.57,61.76,23.81,0.32,0.29,14.46,14.47,9.47,0.02,0,11.53,11.24,0.77,0.62,0,0.21,0,3.58,0.09,3.5,120.24
C09586,0,2918466,137,20000,2120,1103,11.2,11.24,11.2,93.48,84.84,8.64,0.32,0.33,6.51,6.51,4.08,-0.03,0.03,55.17,6.98,1.58,1.33,2.2,1.18,1.11,2.36,1.51,0.85,31.66
C09589,0,3049620,123,336500,5051,3418,6.35,6.39,6.87,91.69,77.59,14.09,0.32,0.22,8.42,9.1,5.01,0.01,0.05,10.1,15.9,3.37,1.44,2.73,0.76,0,1.68,1.42,0.26,231.32
C09594,0,359904,16,10000,446,27,0.86,3.57,0.86,96.73,76.01,20.73,0.32,2.74,0.85,0.85,0.83,-2.42,2.69,2.73,11.92,1.3,0.29,1.7,0.74,0,0.66,0,0.66,218.72
