UserID,isAd
U001382,0
U001383,0
U001384,0
U001385,0
U001386,1
U001387,0
U001388,0
U001389,0
U001390,0
U001391,1
U001392,1
U001393,0
U001394,0
U001395,0
U001396,0
U001397,0
U001398,0
U001399,0
U001400,0
U001401,0
U001402,0
U001403,0
U001405,0
U001406,0
U001407,0
U001409,0
U001411,0
U001412,0
U001413,0
U001414,0
U001415,0
U001416,0
U001417,0
U001418,0
U001419,0
U001420,0
U001421,0
U001422,0
U001424,0
U001425,0
U001426,0
U001427,0
U001428,0
U001429,1
U001430,1
U001431,0
U001433,0
U001434,0
U001435,0
U001437,0
U001438,0
U001439,0
U001440,0
U001441,0
U001442,0
U001444,1
U001445,0
U001446,0
U001447,0
U001448,0
U001449,0
U001450,0
U001452,0
U001453,0
U001454,0
U001456,0
U001457,0
U001458,0
U001460,1
U001461,0
U001462,1
U001463,0
U001464,0
U001465,0
U001467,0
U001468,0
U001469,0
U001470,0
U001471,1
U001472,0
U001474,0
U001475,0
U001476,0
U001477,0
U001478,0
U001479,0
U001480,1
U001481,0
U001482,0
U001483,0
U001484,0
U001485,0
U001486,0
U001487,0
U001488,0
U001489,0
U001490,0
U001491,0
U001492,0
U001493,0
U001494,0
U001495,0
U001497,1
U001498,0
U001499,0
U001500,0
U001501,0
U001502,1
U001503,0
U001507,0
U001508,0
U001509,0
U001510,0
U001511,0
U001513,0
U001514,0
U001515,1
U001516,1
U001517,0
U001521,1
U001522,0
U001523,0
U001526,0
U001527,0
U001528,0
U001529,0
U001530,1
U001532,0
U001533,0
U001534,0
U001536,0
U001538,0
U001540,0
U001541,0
U001542,0
U001543,0
U001544,0
U001545,1
U001546,0
U001547,0
U001548,0
U001550,0
U001551,0
U001552,0
U001553,0
U001554,1
U001555,0
U001556,0
U001557,0
U001558,0
U001559,0
U001560,0
U001561,0
U001563,0
U001564,1
U001565,0
U001566,0
U001567,0
U001568,0
U001569,0
U001570,1
U001571,0
U001573,0
U001574,1
U001575,1
U001576,0
U001577,0
U001578,0
U001579,0
U001580,1
U001581,0
U001582,0
U001585,0
U001586,0
U001587,0
U001588,0
U001590,0
U001591,0
U001592,0
U001593,0
U001594,0
U001595,0
U001596,0
U001597,0
U001598,0
U001599,0
U001600,0
U001602,1
U001603,0
U001604,0
U001606,0
U001607,0
U001608,0
U001609,1
U001610,0
U001611,0
U001612,0
U001613,1
U001614,0
U001615,1
U001617,1
U001618,0
U001619,0
U001620,1
U001621,0
U001623,0
U001624,0
U001625,0
U001626,0
U001627,0
U001628,0
U001629,0
U001630,0
U001631,0
U001632,0
U001633,0
U001634,0
U001635,0
U001636,0
U001637,0
U001638,0
U001639,0
U001640,0
U001641,0
U001643,0
U001644,0
U001645,0
U001646,0
U001647,0
U001648,0
U001649,0
U001650,0
U001651,0
U001652,0
U001653,0
U001654,0
U001656,0
U001657,0
U001658,0
U001660,0
U001661,0
U001662,0
U001663,0
U001664,0
U001665,0
U001666,0
U001667,0
U001668,0
U001669,0
U001670,0
U001672,1
U001673,0
U001674,0
U001676,0
U001677,0
U001678,0
U001679,0
U001680,0
U001681,0
U001682,0
U001683,0
U001684,0
U001687,0
U001688,1
U001689,0
U001691,0
U001692,0
U001693,0
U001694,0
U001695,0
U001696,0
U001698,1
U001699,0
U001700,0
U001701,0
U001703,1
U001704,0
U001705,0
U001707,1
U001708,0
U001709,0
U001710,0
U001711,0
U001713,0
U001714,0
U001715,0
U001716,1
U001717,0
U001718,0
U001719,1
U001720,0
U001721,0
U001722,0
U001723,0
U001724,0
U001725,0
U001726,0
U001728,0
U001729,0
U001730,0
U001732,0
U001733,0
U001734,0
U001735,0
U001736,0
U001737,0
U001738,0
U001739,0
U001740,0
U001741,0
U001744,0
U001746,0
U001748,0
U001750,0
U001751,0
U001752,0
U001753,0
U001754,0
U001755,0
U001756,0
U001759,0
U001761,0
U001762,0
U001763,0
U001767,0
U001768,0
U001769,0
U001770,0
U001771,0
U001772,0
U001773,0
U001774,0
U001775,0
U001776,0
U001777,0
U001778,0
U001779,0
U001780,0
U001781,1
U001782,0
U001783,0
U001784,0
U001785,0
U001789,0
U001790,0
U001791,0
U001793,0
U001794,0
U001795,0
U001796,0
U001798,0
U001799,0
U001800,0
U001801,0
U001802,0
U001804,0
U001805,0
U001806,0
U001807,0
U001808,1
U001809,0
U001810,0
U001811,1
U001812,0
U001813,0
U001814,0
U001815,0
U001816,0
U001817,0
U001818,0
U001819,0
U001820,0
U001821,0
U001822,0
U001823,0
U001824,0
U001825,0
U001826,0
U001827,0
U001828,0
U001830,1
U001831,0
U001832,0
U001833,0
U001834,0
U001835,0
U001838,0
U001839,0
U001840,0
U001841,0
U001842,0
U001843,0
U001844,0
U001845,0
U001846,0
U001847,0
U001848,0
U001849,0
U001850,0
U001851,0
U001852,0
U001853,0
U001854,0
U001855,0
U001857,0
U001858,0
U001859,0
U001860,0
U001861,0
U001862,0
U001863,0
U001864,1
U001865,0
U001866,0
U001868,0
U001869,0
U001870,0
U001871,0
U001872,0
U001873,1
U001874,0
U001875,0
U001876,0
U001877,0
U001878,0
U001879,0
U001880,0
U001881,0
U001883,0
U001884,1
U001885,0
U001886,0
U001887,0
U001888,1
U001890,0
U001891,0
U001892,0
U001893,0
U001895,0
U001896,0
U001899,1
U001900,0
U001901,0
U001902,0
U001903,0
U001904,0
U001905,0
U001906,0
U001907,0
U001908,0
U001909,0
U001910,0
U001911,0
U001912,0
U001914,0
U001916,0
U001917,0
U001918,0
U001919,0
U001921,0
U001923,0
U001924,0
U001925,0
U001926,0
U001928,0
U001929,0
U001930,0
U001931,0
U001932,0
U001933,0
U001934,0
U001935,0
U001937,0
U001938,0
U001939,0
U001940,0
U001941,0
U001943,0
U001944,0
U001945,0
U001946,1
U001947,0
U001948,0
U001949,0
U001950,0
U001951,0
U001952,0
U001953,1
U001954,0
U001955,0
U001956,0
U001957,0
U001958,0
U001959,1
U001960,0
U001961,0
U001962,0
U001963,0
U001964,0
U001965,0
U001966,0
U001967,0
U001968,0
U001969,0
U001970,0
U001971,0
U001972,0
U001973,0
U001974,0
U001976,0
U001977,0
U001978,0
U001981,0
U001982,0
U001983,0
U001984,1
U001986,0
U001987,0
U001988,0
U001989,0
U001990,0
U001991,0
U001992,0
U001993,0
U001994,0
U001995,0
U001996,0
U001997,0
U001998,0
U001999,0
U002000,0
U002001,0
U002002,1
U002003,0
U002004,0
U002005,0
U002006,0
U002007,0
U002008,0
U002009,0
U002010,0
U002011,0
U002013,0
U002015,0
U002016,0
U002017,0
U002018,0
U002019,0
U002020,0
U002022,0
U002023,0
U002024,0
U002025,0
U002026,0
U002028,0
U002029,0
U002030,0
U002031,0
U002032,1
U002033,0
U002034,0
U002035,0
U002037,0
U002038,0
U002039,0
U002040,0
U002041,0
U002042,0
U002043,0
U002044,0
U002045,0
U002046,0
U002048,0
U002049,0
U002050,1
U002051,0
U002052,0
U002053,0
U002054,0
U002055,0
U002056,0
U002057,0
U002058,0
U002059,0
U002061,0
U002062,1
U002063,0
U002064,0
U002065,0
U002067,0
U002070,1
U002071,0
U002072,0
U002073,0
U002074,0
U002075,0
U002076,0
U002077,0
U002079,0
U002081,0
U002082,0
U002084,1
U002085,0
U002086,0
U002087,0
U002088,0
U002089,0
U002090,0
U002091,0
U002092,0
U002093,0
U002094,0
U002095,0
U002097,1
U002098,0
U002099,0
U002100,1
U002102,0
U002103,1
U002104,1
U002105,0
U002106,0
U002107,0
U002108,0
U002110,1
U002111,0
U002112,0
U002113,0
U002114,0
U002115,0
U002116,0
U002117,1
U002118,0
U002119,0
U002121,0
U002122,0
U002123,0
U002124,0
U002126,0
U002127,0
U002128,0
U002130,0
U002131,0
U002132,0
U002133,1
U002134,1
U002135,0
U002136,0
U002137,0
U002138,0
U002139,0
U002141,0
U002142,0
U002143,0
U002144,0
U002145,0
U002146,0
U002147,1
U002148,0
U002150,0
U002151,0
U002152,0
U002154,0
U002155,0
U002156,1
U002157,0
U002158,0
U002159,0
U002160,0
U002161,0
U002162,0
U002163,0
U002164,1
U002165,0
U002166,0
U002167,0
U002168,0
U002169,0
U002170,0
U002171,0
U002172,0
U002174,1
U002175,0
U002176,0
U002177,0
U002178,0
U002179,0
U002180,0
U002181,0
U002182,0
U002183,0
U002184,0
U002185,0
U002186,0
U002187,0
U002188,1
U002189,0
U002190,0
U002191,0
U002192,0
U002193,0
U002194,0
U002195,0
U002196,0
U002197,0
U002198,0
U002199,0
U002201,0
U002203,0
U002204,0
U002205,0
U002206,0
U002207,1
U002208,0
U002209,0
U002210,1
U002211,0
U002212,0
U002213,1
U002214,0
U002215,0
U002216,0
U002217,0
U002218,1
U002219,0
U002220,0
U002221,0
U002222,0
U002223,0
U002224,0
U002225,0
U002227,0
U002228,0
U002229,0
U002230,0
U002231,0
U002232,0
U002233,1
U002234,0
U002235,0
U002236,0
U002238,0
U002239,0
U002241,0
U002242,0
U002243,0
U002244,0
U002245,1
U002246,0
U002247,0
U002248,0
U002249,0
U002250,0
U002252,0
U002253,0
U002254,0
U002255,0
U002256,0
U002257,0
U002258,1
U002259,0
U002260,0
U002261,0
U002262,0
U002263,0
U002264,0
U002265,0
U002266,0
U002267,0
U002269,1
U002270,0
U002272,0
U002273,0
U002274,0
U002275,0
U002276,1
U002277,1
U002279,1
U002280,0
U002282,0
U002283,1
U002284,0
U002285,0
U002286,0
U002287,1
U002288,0
U002289,0
U002290,0
U002291,0
U002292,0
U002294,0
U002295,0
U002296,0
U002297,0
U002298,0
U002299,0
U002300,0
U002301,0
U002302,0
U002303,0
U002304,0
U002305,0
U002306,0
U002308,0
U002309,0
U002310,0
U002311,0
U002312,0
U002313,0
U002314,0
U002315,0
U002316,0
U002317,0
U002318,0
U002319,0
U002320,0
U002321,0
U002322,0
U002324,0
U002325,0
U002326,0
U002327,0
U002328,0
U002329,0
U002330,0
U002331,0
U002332,0
U002333,0
U002334,0
U002335,1
U002336,0
U002337,0
U002338,0
U002339,0
U002340,0
U002341,0
U002342,0
U002343,0
U002344,0
U002345,0
U002348,0
U002349,0
U002351,0
U002352,1
U002353,0
U002355,0
U002356,1
U002357,0
U002358,0
U002359,0
U002360,1
U002361,0
U002362,1
U002363,0
U002364,0
U002365,0
U002367,0
U002368,0
U002369,0
U002370,0
U002371,0
U002373,0
U002375,0
U002376,0
U002377,0
U002378,0
U002379,0
U002380,0
U002381,0
U002382,1
U002383,0
U002384,0
U002385,0
U002386,0
U002387,0
U002388,0
U002389,0
U002390,0
U002391,0
U002392,0
U002393,0
U002394,1
U002395,0
U002396,0
U002397,0
U002398,0
U002399,0
U002400,0
U002402,1
U002403,0
U002404,1
U002405,1
U002406,0
U002407,0
U002408,0
U002409,1
U002412,0
U002413,1
U002414,0
U002415,0
U002416,0
U002417,0
U002418,0
U002419,0
U002420,0
U002422,1
U002425,0
U002426,0
U002427,0
U002429,0
U002430,0
U002431,0
U002432,0
U002433,0
U002434,0
U002436,0
U002438,0
U002439,0
U002441,0
U002443,1
U002444,0
U002445,0
U002446,0
U002447,0
U002448,0
U002449,0
U002450,0
U002451,0
U002453,0
U002454,0
U002455,0
U002456,1
U002457,0
U002458,0
U002459,0
U002460,0
U002461,0
U002462,0
U002463,0
U002465,0
U002467,0
U002468,0
U002469,0
U002470,0
U002471,0
U002472,0
U002473,1
U002474,0
U002475,1
U002476,0
U002477,0
U002478,0
U002480,0
U002481,0
U002482,0
U002483,0
U002484,0
U002485,0
U002486,1
U002487,1
U002488,0
U002489,0
U002490,0
U002491,0
U002492,0
U002493,0
U002494,0
U002495,0
U002497,0
U002498,1
U002499,0
U002500,0
U002501,0
U002503,0
U002504,0
U002505,0
U002506,0
U002507,0
U002510,1
U002512,0
U002513,0
U002514,0
U002515,0
U002516,1
U002517,0
U002518,0
U002519,0
U002520,0
U002521,0
U002522,0
U002523,0
U002524,0
U002525,0
U002526,0
U002527,1
U002528,0
U002529,0
U002530,0
U002531,0
U002532,1
U002533,0
U002534,0
U002537,0
U002538,0
U002542,0
U002543,0
U002544,0
U002545,0
U002547,0
U002549,0
U002550,1
U002551,0
U002552,0
U002553,0
U002554,0
U002555,0
U002556,0
U002557,1
U002558,0
U002559,0
U002560,0
U002561,0
U002562,0
U002563,0
U002564,1
U002565,0
U002566,0
U002567,0
U002568,1
U002569,0
U002570,0
U002571,0
U002572,0
U002573,0
U002574,0
U002575,0
U002576,0
U002577,0
U002579,1
U002580,0
U002581,0
U002582,0
U002584,0
U002585,0
U002586,0
U002587,0
U002588,0
U002589,0
U002590,0
U002591,1
U002592,0
U002593,0
U002594,0
U002595,0
U002596,0
U002597,0
U002598,0
U002599,0
U002600,1
U002601,0
U002602,0
U002603,0
U002604,0
U002605,0
U002606,0
U002607,0
U002610,0
U002611,0
U002612,0
U002613,1
U002614,0
U002616,0
U002617,0
U002618,0
U002619,0
U002620,0
U002621,1
U002622,0
U002623,0
U002624,1
U002625,0
U002626,0
U002627,0
U002628,0
U002629,0
U002630,0
U002631,0
U002632,0
U002633,0
U002634,0
U002636,0
U002637,1
U002638,0
U002639,0
U002640,0
U002641,0
U002642,0
U002643,0
U002644,1
U002645,1
U002646,0
U002647,0
U002648,0
U002649,1
U002650,0
U002651,0
